asset,entry_time,exit_time,entry_price,exit_price,quantity,allocation_pct,pnl,return_dec,cash,cumulative_pnl,equity,cumulative_return
BTC-USD,2025-01-01 01:06:00,2025-01-07 15:01:00,93745.48,99653.9103,0.10667180967018357,1.0,630.2629524111463,0.06302629524111464,10630.262952411145,630.2629524111463,10630.262952411147,0.0630262952411147
BTC-USD,2025-01-07 15:02:00,2025-01-07 17:38:00,99252.12,96828.7174,0.1071036361985129,1.0,-259.55523043293044,-0.024416633115746055,10370.707721978215,370.7077219782159,10370.707721978215,0.0370707721978214
BTC-USD,2025-01-14 02:34:00,2025-01-16 14:45:00,94963.61,97853.59999999999,0.10920717653823622,1.0,315.6076481237363,0.030432604657720897,10686.315370101951,686.3153701019521,10686.315370101953,0.06863153701019531
BTC-USD,2025-01-16 14:46:00,2025-01-18 04:24:00,97846.43,102790.9,0.10921517903210114,1.0,540.0111762688532,0.05053296272536465,11226.326546370805,1226.3265463708053,11226.326546370805,0.1226326546370804
BTC-USD,2025-01-18 04:25:00,2025-01-19 22:03:00,102802.39,103125.0068,0.10920297228858984,1.0,35.23071347023391,0.0031382227592179853,11261.55725984104,1261.5572598410392,11261.55725984104,0.12615572598410396
BTC-USD,2025-01-19 22:05:00,2025-01-19 22:48:00,102964.64,101231.01389999999,0.10937305525315331,1.0,-189.61198322360963,-0.016837101552533068,11071.94527661743,1071.9452766174295,11071.945276617429,0.10719452766174298
BTC-USD,2025-01-19 22:49:00,2025-01-19 23:29:00,101106.49,100218.2466,0.10950776034869206,1.0,-97.26954537850814,-0.008785226348971333,10974.675731238922,974.6757312389213,10974.675731238922,0.09746757312389209
BTC-USD,2025-01-19 23:31:00,2025-01-20 12:18:00,100047.05,106077.26969999999,0.10969514574631557,1.0,661.4858288738019,0.06027383815914599,11636.161560112723,1636.1615601127232,11636.161560112723,0.16361615601127233
BTC-USD,2025-01-20 12:19:00,2025-01-20 15:56:00,106208.67,104760.0,0.10955943201353263,1.0,-158.71546237504413,-0.013639846916452284,11477.446097737678,1477.446097737679,11477.446097737678,0.1477446097737678
BTC-USD,2025-01-20 16:12:00,2025-01-20 17:05:00,104600.89,103693.0485,0.10972608452698326,1.0,-99.61389316610273,-0.008679099193133012,11377.832204571576,1377.8322045715763,11377.832204571576,0.13778322045715763
BTC-USD,2025-01-20 17:06:00,2025-01-20 17:39:00,103008.67,102384.12079999999,0.110455092805019,1.0,-68.98463984730132,-0.006063074108228061,11308.847564724276,1308.847564724275,11308.847564724274,0.13088475647242737
BTC-USD,2025-01-20 17:40:00,2025-01-21 00:52:00,101498.99,101307.7506,0.11141832608111939,1.0,-21.307573828758272,-0.0018841507683968661,11287.539990895519,1287.5399908955167,11287.539990895517,0.12875399908955165
BTC-USD,2025-01-21 04:01:00,2025-01-22 11:58:00,102646.39,104072.367,0.10996528948456462,1.0,156.80797360333088,0.01389213005932307,11444.34796449885,1444.3479644988474,11444.347964498847,0.14443479644988466
BTC-USD,2025-01-22 13:05:00,2025-01-23 04:15:00,105025.87,102001.1066,0.10896694275894929,1.0,-329.5992202671644,-0.028800174661728548,11114.748744231685,1114.748744231683,11114.748744231683,0.11147487442316839
BTC-USD,2025-01-23 15:08:00,2025-01-23 19:53:00,103710.17,103664.74389999999,0.1071712518090722,1.0,-4.868372001805327,-0.000438010081364359,11109.88037222988,1109.8803722298778,11109.880372229878,0.11098803722298789
BTC-USD,2025-01-23 22:43:00,2025-01-26 23:01:00,103970.52,103984.0,0.10685606239374276,1.0,1.440419721067217,0.00012965213600928344,11111.320791950948,1111.320791950945,11111.320791950944,0.11113207919509449
BTC-USD,2025-01-29 21:04:00,2025-01-31 18:37:00,103887.81,103290.2269,0.10695500070654053,1.0,-63.91450088271705,-0.005752196528158631,11047.406291068231,1047.406291068228,11047.406291068228,0.10474062910682269
BTC-USD,2025-02-03 22:33:00,2025-02-04 05:16:00,101847.55,98911.676,0.10847002496445159,1.0,-318.4543260724839,-0.02882616223954328,10728.951964995747,728.9519649957441,10728.951964995744,0.07289519649957432
BTC-USD,2025-02-07 15:01:00,2025-02-07 20:06:00,99415.52,96433.05440000001,0.10792029217365404,1.0,-321.86855894987195,-0.029999999999999957,10407.083406045875,407.08340604587215,10407.083406045873,0.04070834060458739
BTC-USD,2025-02-10 09:31:00,2025-02-11 18:47:00,97654.64,95545.0,0.10657029103835593,1.0,-224.82494878615714,-0.021603069756849235,10182.258457259717,182.25845725971502,10182.258457259715,0.018225845725971412
BTC-USD,2025-02-12 18:05:00,2025-02-17 05:02:00,97033.68,95923.40669999999,0.10493530140524113,1.0,-116.50686337769179,-0.011442143593853194,10065.751593882025,65.75159388202323,10065.751593882023,0.006575159388202412
BTC-USD,2025-02-19 23:29:00,2025-02-21 18:57:00,96612.18,96531.9944,0.10418719041307241,1.0,-8.354312375586153,-0.0008299740260492732,10057.397281506439,57.397281506437075,10057.397281506437,0.005739728150643719
BTC-USD,2025-02-22 13:29:00,2025-02-24 15:46:00,96775.31,93924.7702,0.10392523962471874,1.0,-296.24303177479766,-0.029455238118069566,9761.154249731642,-238.84575026836058,9761.154249731639,-0.023884575026836163
BTC-USD,2025-03-02 18:11:00,2025-03-03 06:44:00,93416.75,92004.5,0.10449040723137598,1.0,-147.56657761251074,-0.01511773852119668,9613.58767211913,-386.4123278808713,9613.587672119129,-0.038641232788087065
BTC-USD,2025-03-03 06:45:00,2025-03-03 14:43:00,91966.04,90903.0844,0.10453410489479738,1.0,-111.11511218891089,-0.011558131675561835,9502.47255993022,-497.5274400697822,9502.472559930218,-0.049752744006978156
BTC-USD,2025-03-03 14:44:00,2025-03-03 18:21:00,90941.4,88796.23469999999,0.10449006239105864,1.0,-224.14845603613483,-0.023588434970211673,9278.324103894085,-721.675896105917,9278.324103894083,-0.07216758961059166
BTC-USD,2025-03-03 18:24:00,2025-03-03 19:52:00,88619.08,86214.57969999999,0.10469894410880913,1.0,-251.7486425193163,-0.02713298648552901,9026.575461374769,-973.4245386252333,9026.575461374767,-0.09734245386252327
BTC-USD,2025-03-04 20:05:00,2025-03-05 14:57:00,87900.42,88215.0398,0.10269092526946708,1.0,32.30859837009472,0.003579275275362739,9058.884059744863,-941.1159402551385,9058.884059744862,-0.09411159402551383
BTC-USD,2025-03-05 14:58:00,2025-03-06 12:49:00,88221.12,90032.7713,0.10268384781042073,1.0,186.02732637475063,0.020535346864787002,9244.911386119615,-755.0886138803879,9244.911386119613,-0.0755088613880387
BTC-USD,2025-03-06 12:50:00,2025-03-06 17:01:00,89828.8,88719.401,0.10291700864443935,1.0,-114.17602647313288,-0.012350148282065494,9130.735359646482,-869.2646403535208,9130.73535964648,-0.08692646403535198
BTC-USD,2025-03-06 17:02:00,2025-03-07 00:15:00,88742.34,88541.59999999999,0.10289040563553409,1.0,-20.654220027277653,-0.0022620543925256564,9110.081139619204,-889.9188603807985,9110.081139619202,-0.08899188603807984
BTC-USD,2025-03-07 00:17:00,2025-03-07 00:36:00,88281.07,86273.53629999999,0.10319404986390857,1.0,-207.16553274127835,-0.02274025110932632,8902.915606877925,-1097.0843931220768,8902.915606877923,-0.10970843931220775
BTC-USD,2025-03-07 02:22:00,2025-03-07 15:35:00,87656.67,88382.9371,0.10156575200584193,1.0,73.76386416860173,0.008285360372462212,8976.679471046526,-1023.3205289534751,8976.679471046526,-0.10233205289534741
BTC-USD,2025-03-07 15:36:00,2025-03-07 16:52:00,88241.52,86592.0649,0.10172852270729839,1.0,-167.7966305950198,-0.018692505523477003,8808.882840451506,-1191.1171595484948,8808.882840451504,-0.1191117159548496
BTC-USD,2025-03-07 19:08:00,2025-03-07 21:06:00,88274.65,86063.47309999999,0.09978949608354727,1.0,-220.65222860258078,-0.025048832252521035,8588.230611848925,-1411.7693881510756,8588.230611848925,-0.1411769388151075
BTC-USD,2025-03-14 13:15:00,2025-03-16 11:18:00,83387.21,82759.0517,0.10299218083743207,1.0,-64.69539322813495,-0.00753302934586743,8523.53521862079,-1476.4647813792105,8523.53521862079,-0.1476464781379211
BTC-USD,2025-03-16 11:19:00,2025-03-16 22:08:00,82816.3,82539.5795,0.10292098558642186,1.0,-28.48034659196702,-0.0033413772409537227,8495.054872028823,-1504.9451279711775,8495.054872028823,-0.15049451279711779
BTC-USD,2025-03-17 01:14:00,2025-03-18 13:31:00,82833.74,82215.7062,0.10255549093918519,1.0,-63.38275977601067,-0.007461136005690491,8431.67211225281,-1568.3278877471882,8431.672112252812,-0.15683278877471873
BTC-USD,2025-03-19 06:47:00,2025-03-20 10:20:00,83174.8,84868.0839,0.10137291718468587,1.0,171.6531285648614,0.02035813611815111,8603.325240817672,-1396.6747591823269,8603.325240817674,-0.1396674759182326
BTC-USD,2025-03-20 10:21:00,2025-03-20 16:34:00,84852.98,83915.8252,0.1013909616470473,1.0,-95.0190263841452,-0.011044453594911921,8508.306214433527,-1491.6937855664721,8508.306214433527,-0.14916937855664725
BTC-USD,2025-03-20 17:26:00,2025-03-26 19:06:00,83832.67,86140.5008,0.101491533246329,1.0,234.22528636510165,0.027529014643097927,8742.531500798628,-1257.4684992013704,8742.53150079863,-0.12574684992013696
BTC-USD,2025-03-26 19:07:00,2025-03-28 07:47:00,86061.48,85156.41639999999,0.10158472176865456,1.0,-91.94063398893773,-0.010516477290420856,8650.59086680969,-1349.409133190308,8650.590866809693,-0.1349409133190307
BTC-USD,2025-04-01 16:29:00,2025-04-02 20:27:00,84850.94,85874.09999999999,0.10195044234995736,1.0,104.31161459478125,0.012058322512396314,8754.902481404471,-1245.0975185955267,8754.902481404473,-0.12450975185955271
BTC-USD,2025-04-02 20:28:00,2025-04-02 21:17:00,85934.31,83769.8014,0.1018790106233991,1.0,-220.51799465383883,-0.025187944140122858,8534.384486750632,-1465.6155132493654,8534.384486750634,-0.14656155132493665
BTC-USD,2025-04-04 09:05:00,2025-04-04 11:12:00,84241.64,82179.0499,0.10130838486466588,1.0,-208.95767166884983,-0.024484211133591432,8325.426815081782,-1674.5731849182152,8325.426815081784,-0.16745731849182155
BTC-USD,2025-04-04 18:06:00,2025-04-06 17:00:00,84106.78,81904.54959999998,0.09898639342847013,1.0,-217.99084479453862,-0.02618374404536727,8107.435970287244,-1892.5640297127538,8107.435970287246,-0.18925640297127533
BTC-USD,2025-04-09 19:47:00,2025-04-10 13:37:00,82134.79,81075.8495,0.09870891458159502,1.0,-104.52686736149121,-0.012892715742013793,8002.909102925752,-1997.090897074245,8002.909102925755,-0.19970908970742451
BTC-USD,2025-04-10 15:03:00,2025-04-10 15:49:00,80906.76,78654.4482,0.09891520934623699,1.0,-222.78789320999945,-0.027838363568136903,7780.121209715753,-2219.8787902842446,7780.121209715755,-0.22198787902842454
BTC-USD,2025-04-11 04:40:00,2025-04-13 13:57:00,80765.9,83510.2003,0.09632928265166059,1.0,264.3564792797372,0.033978452539995256,8044.477688995491,-1955.5223110045074,8044.477688995493,-0.19555223110045072
BTC-USD,2025-04-13 13:58:00,2025-04-15 19:47:00,83476.1,83896.658,0.09636863352499087,1.0,40.528599778002146,0.005038064787406095,8085.006288773494,-1914.9937112265052,8085.006288773495,-0.19149937112265047
BTC-USD,2025-04-15 19:48:00,2025-04-24 08:30:00,83922.72,91845.42,0.09633870647630932,1.0,763.2626697998555,0.09440470947557464,8848.26895857335,-1151.7310414266497,8848.26895857335,-0.11517310414266502
BTC-USD,2025-04-24 08:31:00,2025-04-28 01:21:00,91803.71,93097.0498,0.09638247690178696,1.0,124.65529339966051,0.014088099489661006,8972.924251973009,-1027.0757480269892,8972.92425197301,-0.10270757480269899
BTC-USD,2025-04-28 01:35:00,2025-05-04 22:32:00,92938.83,95010.1032,0.09654655919353632,1.0,199.974300609785,0.022286413547491356,9172.898552582794,-827.1014474172042,9172.898552582796,-0.08271014474172045
BTC-USD,2025-05-07 01:42:00,2025-05-12 14:30:00,97287.99,102613.74889999999,0.0942860321462371,1.0,502.144674848507,0.05474220302012598,9675.0432274313,-324.9567725686972,9675.043227431303,-0.03249567725686975
BTC-USD,2025-05-12 14:31:00,2025-05-15 07:30:00,102700.92,101887.3741,0.09420600348498631,1.0,-76.64090789059607,-0.007921505474342366,9598.402319540704,-401.59768045929326,9598.402319540706,-0.040159768045929356
BTC-USD,2025-05-15 18:04:00,2025-05-19 03:42:00,103913.21,103923.54959999998,0.09236941404794158,1.0,0.9550627934880193,9.950226732460203e-05,9599.357382334192,-400.64261766580523,9599.357382334194,-0.04006426176658062
BTC-USD,2025-05-19 03:43:00,2025-05-21 17:44:00,103908.24,106591.4667,0.09238302354398642,1.0,247.88459539995293,0.025823040598127723,9847.241977734146,-152.7580222658523,9847.241977734147,-0.015275802226585311
BTC-USD,2025-05-21 17:45:00,2025-05-23 12:01:00,106568.68,108640.0,0.09240277704231813,1.0,191.39572014329502,0.01943647983628968,10038.63769787744,38.63769787744272,10038.637697877442,0.0038637697877441646
BTC-USD,2025-05-23 12:14:00,2025-05-25 09:36:00,108047.64,106767.7157,0.0929093657008838,1.0,-118.91695485814759,-0.011845925556541528,9919.720743019294,-80.27925698070487,9919.720743019296,-0.008027925698070426
BTC-USD,2025-05-25 23:29:00,2025-05-28 14:59:00,108649.36,107504.5374,0.09130031454413808,1.0,-104.52266347723793,-0.01053685544028975,9815.198079542055,-184.8019204579428,9815.198079542057,-0.01848019204579432
BTC-USD,2025-06-03 02:15:00,2025-06-05 16:45:00,106305.18,103694.62959999999,0.0923303838960816,1.0,-241.03312061207006,-0.024557132587518384,9574.164958929985,-425.83504107001284,9574.164958929987,-0.04258350410700129
BTC-USD,2025-06-06 16:32:00,2025-06-12 10:16:00,105078.88,107331.58639999999,0.09111407505418771,1.0,205.25326000464727,0.021438241442999592,9779.418218934632,-220.58178106536556,9779.418218934634,-0.022058178106536652
BTC-USD,2025-06-12 10:27:00,2025-06-13 00:02:00,107266.37,105224.26139999999,0.09116947109270718,1.0,-186.17796097586935,-0.019037733820954385,9593.240257958763,-406.7597420412349,9593.240257958765,-0.0406759742041235
BTC-USD,2025-06-16 10:35:00,2025-06-17 11:15:00,107072.12,105730.0,0.08959606158875685,1.0,-120.24866617950192,-0.012534728928501606,9472.991591779262,-527.0084082207368,9472.991591779264,-0.0527008408220736
BTC-USD,2025-06-20 08:44:00,2025-06-20 17:20:00,106034.34,103039.4043,0.08933890277224589,1.0,-267.56426931142835,-0.028244960076141388,9205.427322467835,-794.5726775321651,9205.427322467835,-0.0794572677532166
BTC-USD,2025-06-23 22:43:00,2025-07-01 19:02:00,105125.7,105536.0,0.08756590750375821,1.0,35.92829184879225,0.0039029466628997755,9241.355614316626,-758.6443856833729,9241.355614316628,-0.07586443856833724
BTC-USD,2025-07-02 08:48:00,2025-07-04 19:25:00,107561.86,107272.3,0.08591665869590416,1.0,-24.87802769198581,-0.0026920322872809902,9216.47758662464,-783.5224133753587,9216.477586624642,-0.07835224133753582
BTC-USD,2025-07-04 23:04:00,2025-07-14 16:11:00,108177.12,119534.1379,0.0851980306614249,1.0,967.5955592665518,0.10498539709690928,10184.073145891192,184.07314589119312,10184.073145891192,0.01840731458911926
BTC-USD,2025-07-14 16:12:00,2025-07-15 03:38:00,119461.68,116928.1553,0.08524970639866435,1.0,-215.9822368287637,-0.021207844222515492,9968.090909062428,-31.909090937570568,9968.09090906243,-0.003190909093756966
BTC-USD,2025-07-15 04:05:00,2025-07-18 14:42:00,117003.8,117368.79719999999,0.08519459119329824,1.0,31.095787240697103,0.0031195328698724605,9999.186696303126,-0.813303696873465,9999.186696303126,-8.133036968738239e-05
BTC-USD,2025-07-21 07:43:00,2025-07-25 02:43:00,119355.95,116691.0,0.08377618959342309,1.0,-223.2593564569926,-0.022327751569988737,9775.927339846134,-224.07266015386608,9775.927339846134,-0.022407266015386673
BTC-USD,2025-07-26 13:56:00,2025-07-30 19:01:00,118179.68,116243.83,0.08272088179495946,1.0,-160.13521902277154,-0.01638056559300204,9615.792120823362,-384.2078791766376,9615.792120823362,-0.03842078791766379
